 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa
R3971        144.949   -23.090    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R3972        144.949   -22.720    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R3973        147.343   -23.049   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R3974        147.715   -23.048   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4000        205.555   -13.747  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4001        205.555   -14.228  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4002        203.964    -9.056    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4003        204.654    -9.056  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4004        205.555   -12.018  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4005        205.555   -12.498  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4006        205.344    -9.056    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4007        206.034    -9.056  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4010        205.555   -17.688  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4011        205.555   -17.207  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4012        210.454    -9.056  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4013        209.764    -9.056    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4014        205.555   -15.958  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4015        205.555   -15.477  180.0  AA   (T)  'RES-0201', 'RES-0201'
R4016        211.834    -9.056  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4017        211.144    -9.056    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R40A5        199.640    -9.532  270.0  AA   (T)  'RES-0201', 'RES-0201'
R4100         22.142     0.446  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4101         22.853     0.441  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4256          8.088    -3.731    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4260          7.797    -9.978  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4263          7.837   -12.468   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4311          5.751     1.825   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4317          5.036     0.836    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4350          7.117     1.217    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4500        196.950   -16.850   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4502        176.951    -5.525    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4503        176.261    -5.515    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4504        176.951    -5.895    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4506        176.255    -5.893    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4508        176.255    -6.265    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4601        166.213   -10.327   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4605        164.305    -9.140    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4640        172.465    -3.552  180.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R4641        172.355    -4.042    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4642        172.465    -3.072  180.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R4643        172.355    -2.602    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4651        164.838    -8.956  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4652        166.223    -9.619   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4654        166.603    -9.623   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4657        167.359    -8.196    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4680        173.165    -7.552  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4681        173.165    -8.242   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4682        171.745    -6.491  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4683        171.745    -7.182   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4684        173.165    -5.462  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4685        173.165    -6.152   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4686        171.745    -4.372  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4687        171.745    -5.062   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R4691        176.261    -5.145    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R474_W        51.018   -24.325  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R501_W        32.912    -3.444   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R502_W        32.445   -15.720  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R503_W        33.496   -15.402  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R504_W        33.621    -3.910   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R510_W        30.902     0.441  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R562_W        34.175    -2.523  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R563_W        35.108    -2.095   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R564_W        30.439   -12.998  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R572_W        33.779   -13.948    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R573_W        33.779   -13.147  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R574_W        33.932   -11.335  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R575_W        34.672   -11.335  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R576_W        35.412   -11.335  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R601_W        30.158   -16.396  270.0  AA   (T)  'IND-0201-P63XP33-HP42', 'IND-0201-P63XP33-HP42'
R604_W        34.886   -18.442  270.0  AA   (T)  'IND-0201-P63XP33-HP42', 'IND-0201-P63XP33-HP42'
R609_W        29.937    -2.948  180.0  AA   (T)  'IND-0201-P63XP33-HP42', 'IND-0201-P63XP33-HP42'
R6101         20.965    60.527   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6102         20.965    59.837   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6111         20.225    60.527   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6112         20.595    60.527   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6121         20.225    59.837   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6122         20.595    59.837   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R612_W        29.670    -0.160   90.0  AA   (T)  'IND-0201-P63XP33-HP42', 'IND-0201-P63XP33-HP42'
R6131         19.855    59.837   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6132         19.855    60.527   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6133         21.737    59.837  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6135         19.105    60.537  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6136         19.095    59.797  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6137         20.791    32.078  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6143         23.375    63.193    0.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R6144         21.674    64.838   90.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R614_W        25.949   -17.217  180.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R6150         20.694    64.838   90.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R6151         19.480    60.536  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6152         21.335    60.527   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6153         21.335    59.837   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6201         22.383    31.905   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R620_W        25.942   -18.596    0.0  AA   (T)  'IND-0201-P63XP33-HP42', 'IND-0201-P63XP33-HP42'
R621_W        25.947   -15.144    0.0  AA   (T)  'IND-0201-P63XP33-HP42', 'IND-0201-P63XP33-HP42'
R6251         18.101    50.959  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6260         20.439    38.579   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6532         18.721    54.477   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6632         14.390    46.105    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R671_W        22.381   -13.769    0.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R6723         23.990    45.706   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6724         23.990    46.396  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6725         23.990    47.086  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6726         20.583    46.132    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R6727         20.583    45.762    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7601          1.657    -1.515  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7602         16.119    -2.349    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7603        138.254    -5.112   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7651         15.088    -1.503   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7652         15.475    -1.534  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7653         13.764    -2.448  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7903         73.576    -0.702  180.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R7921         71.075    -4.322   90.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R7931         73.720    -4.610  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7932         73.700    -4.190  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7933         73.005    -4.103    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R7940         74.675    -4.308   90.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R79A1         86.740     0.407  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R79B1         77.313    -4.975  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R79D1        125.757    -3.831   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R79E1         84.753   -15.465   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8000        156.112    -8.884  180.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R8051        158.453    -7.311  270.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R8060        159.341    -7.498   90.0  AA   (T)  'RES-0603-H24', 'RES-0603-H24'
R8070        159.776    -9.899    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8071        160.471    -9.421  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8120         96.969   -21.841   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8201        131.892   -10.315    0.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R8300        122.062    -4.922  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8301        121.692    -4.922  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8302        121.865    -5.472  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8304        122.625    -5.472    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8305        133.235    -9.952    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8309        122.433    -4.922  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8310        122.802    -4.922  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8315        134.100   -14.900  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8316        133.835   -13.890  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8317        133.834   -14.285  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8321         52.141   -15.023  180.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R8322         20.600    39.550  270.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R8323         69.581   -16.915  180.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R8324        158.483    -6.027  270.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R8325        133.586   -10.380    0.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R8326        116.534   -20.887  270.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R8328        207.937    -3.958  180.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R8331        134.327   -12.889   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8340        130.984   -22.243   90.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R8341         13.393    -0.664    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8342        176.410    -8.418  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8370        133.205    -9.562  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8371        134.038    -7.560  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8372        133.389    -8.266  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8373        133.700   -14.900   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8395        134.400   -15.700  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8396        133.843   -13.503  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R839A        133.796   -13.127  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R83A0        133.200    -9.150    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8515        161.945     1.203   90.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R8520        166.888    -0.747  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8521        166.856    -1.180  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8522        166.865    -0.361  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8523        165.923    -0.257  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8525        165.900    -0.764  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8526        165.905    -1.176  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8580        161.954     2.044  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8581        160.450     0.939  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8591        166.907     2.688    0.0  AA   (T)  'RES-0402-HP4', 'RES-0402-HP4'
R8592        161.528     2.051   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R85A0        119.055    -3.764    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R85A1        119.064    -4.156    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8602         90.489   -22.445    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8612        129.364   -21.707   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8707        138.284    -4.281  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8708        138.677    -4.269  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8709        140.097    -4.574    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8711        153.423    -7.004   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8716        154.334    -6.893   90.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R8717        153.851    -6.889   90.0  AA   (T)  'RES-0201-HP26', 'RES-0201-HP26'
R8731        141.115    -3.163  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8732        140.176    -4.148    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8733        141.115    -3.546    0.0  AA   (T)  'RES-01005-P42XP22-HP15', 'RES-01005-P42XP22-HP15'
R8734        137.200     1.450  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R873A        140.878    -4.127  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8951        210.395   -20.202    0.0  AA   (T)  'RES-1206-HP7', 'RES-1206-HP7'
R8990        213.230    -8.963   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8991        155.174    -8.110   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8992        155.174    -8.800  270.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8994        134.835    -0.462  180.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R8995        135.636     0.694    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R9000        125.291   -19.935    0.0  AA   (T)  'RES-0402', 'RES-0402'
R9001        126.661   -19.875  180.0  AA   (T)  'RES-0201', 'RES-0201'
R9002        125.521   -19.335    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R9003        165.315    -6.928   90.0  AA   (T)  'RES-0201', 'RES-0201'
R9130         44.656   -11.125   90.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R9150         48.100   -12.680  180.0  AA   (T)  'RES-0201-HP33', 'RES-0201-HP33'
R9153         83.471    -9.279    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
R9155         85.047   -16.404    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
C0650         95.995   -20.464  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C0651         94.985   -20.466  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C0683         86.335   -15.842   90.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0811         84.255    -6.952  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C0812         84.245    -6.542  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C0820        211.286   -15.675  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0821        211.286   -15.305  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0822        211.286   -16.895  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0823        211.286   -16.525  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0824        211.286   -14.085  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0825        211.286   -14.455  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0826        211.291   -12.847  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0827        211.286   -13.218  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0891         91.199   -23.513  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C0893         99.859   -23.562    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C0895        114.496   -20.244    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C0930         86.815   -17.772    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0931         86.795   -18.182    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0932         86.785   -18.992    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0933         86.785   -18.582    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0940         86.775   -19.362    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0941         86.775   -19.731    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C0990         95.163   -23.296  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C07A0         82.375    -7.462  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C07B0         82.375    -6.761  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C07C0         82.492    -6.227    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C1031         78.145    -7.052    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C1032        198.136   -17.745    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C1033         84.283   -10.934   90.0  AA   (T)  'CAP-01005', 'CAP-01005'
C1035         70.135    -7.422  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C1200         86.743     1.307  270.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C1201        106.877     4.340  270.0  AA   (T)  'CAP-NFM15-1P1XP7-4SM-HP5', 'CAP-NFM15-1P1XP7-4SM-HP5'
C1202         91.725     4.248    0.0  AA   (T)  'CAP-NFM15-1P1XP7-4SM-HP5', 'CAP-NFM15-1P1XP7-4SM-HP5'
C1203        105.977     4.340  270.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1204         85.906    -0.107   90.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1205         93.655     4.248    0.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1206         86.757    -0.693  270.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1208         92.690     4.248   90.0  AA   (T)  'CAP-0201', 'CAP-0201'
C1209        109.367     4.340   90.0  AA   (T)  'CAP-0201', 'CAP-0201'
C1210        107.777     4.340  270.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1211         95.105     4.248    0.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1212         88.795     4.248    0.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1213        105.076     4.340   90.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1214        108.677     4.340  270.0  AA   (T)  'CAP-NFM15-4SM-HP35', 'CAP-NFM15-4SM-HP35'
C1215        117.132    -3.859  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C1216        119.641    -4.762  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C1217         91.085   -22.462   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C1218        116.639    -3.876  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C1219         93.145   -22.632    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C1220        118.039    -3.932  180.0  AA   (T)  'CAP-0402-1P15XP65-4SM-HP65-D2X', 'CAP-0402-1P15XP65-4SM-HP65-D2X'
C1221         86.605    -5.312  180.0  AA   (T)  'CAP-0402-1P15XP65-4SM-HP65-D2X', 'CAP-0402-1P15XP65-4SM-HP65-D2X'
